227 475,67 85,75
228 475,59 75,65
229 475,51 89,4
230 475,42 80,9
231 475,34 87,85
232 475,26 80,4
233 475,17 83,95
234 475,09 82,75
235 475,01 87,55
236 474,92 85,15
237 474,84 83,9
238 474,76 79,95
239 474,67 88,25
240 474,59 83,4
241 474,51 89,6
242 474,42 82,25
243 474,34 89,2
244 474,26 85,7
245 474,17 90,45
246 474,09 88
247 474,01 90,5
248 473,92 87,1
249 473,84 89,25
250 473,76 87,2
251 473,67 94,75
252 473,59 86,45
253 473,51 93,1
254 473,42 88
255 473,34 94,9
256 473,26 90,95
257 473,17 92,8
258 473,09 90,45
259 473,01 89,75
260 472,92 92
261 472,84 95,5
262 472,76 88,8
263 472,67 93
264 472,59 88,9
265 472,51 101,5
266 472,42 88,3
267 472,34 96,7
268 472,26 90,15
269 472,17 95,55
270 472,09 87,55
271 472,01 97,95
272 471,92 89,35
273 471,84 95,65
274 471,76 87,45
275 471,67 94,9
276 471,59 89,75
277 471,51 92,75
278 471,42 90,7
279 471,34 96,65
280 471,26 89,85
281 471,17 95,95
282 471,09 86,25
283 471 94,95
284 470,92 89
285 470,84 92,8
286 470,75 82,7
287 470,67 97,45
288 470,59 88,8
289 470,5 89,35
290 470,42 84,8
291 470,34 95,35
292 470,25 84,4
293 470,17 89,55
294 470,09 83,65
295 470 97,1
296 469,92 87,5
297 469,84 92,05
298 469,75 85,25
299 469,67 89,2
300 469,59 81,85
301 469,5 87,15
302 469,42 82,05
303 469,34 89,15
304 469,25 85,1
305 469,17 88
306 469,09 78,35
307 469 85,55
308 468,92 78,9
309 468,84 85,85
310 468,75 82,5
311 468,67 89,2
312 468,59 81,85
313 468,5 83,05
314 468,42 76
315 468,34 88,05
316 468,25 79,7
317 468,17 84,8
318 468,09 75,8
319 468 85,15
320 467,92 81,65
321 467,84 79,65
322 467,75 77
323 467,67 83,8
324 467,59 75,9
325 467,5 79,9
326 467,42 79,2
327 467,34 78,6
328 467,25 69,15
329 467,17 79,15
330 467,09 72,4
331 467 78,55
332 466,92 75,25
333 466,84 75,45
334 466,75 70
335 466,67 73,25
336 466,59 75,9
337 466,5 75,9
338 466,42 73,3
339 466,34 77,3
340 466,25 69,15
341 466,17 77,05
342 466,09 66,75
343 466 74,5
344 465,92 67,4
345 465,84 68,65
346 465,75 67
347 465,67 77,35
348 465,59 66,4
349 465,5 72,4
350 465,42 64,2
351 465,34 72,35
352 465,25 63,9
353 465,17 66,95
354 465,09 67,7
355 465 72,3
356 464,92 66,05
357 464,84 71,6
358 464,75 60,5
359 464,67 68,4
360 464,59 60
361 464,5 63,5
362 464,42 61,25
363 464,34 68,9
364 464,25 62,8
365 464,17 64,6
366 464,09 58,55
367 464 66,1
368 463,92 59,95
369 463,84 68,25
370 463,75 53,25
371 463,67 67,25
372 463,59 59,9
373 463,5 59,75
374 463,42 56,8
375 463,34 63,95
376 463,25 60,8
377 463,17 64,3
378 463,09 55,4
379 463 62,15
380 462,92 58,35
381 462,84 59,55
382 462,75 55,8
383 462,67 64,05
384 462,59 57
385 462,5 58
386 462,42 56,4
387 462,34 65,85
388 462,25 54,1
389 462,17 63,6
390 462,09 52,8
391 462 61,55
392 461,92 55,7
393 461,84 61,15
394 461,75 55,95
395 461,67 64,8
396 461,59 55,55
397 461,5 61,8
398 461,42 59,8
399 461,34 61
400 461,25 55,7
401 461,17 62,3
402 461,09 54,75
403 461 62,35
404 460,92 54,5
405 460,84 58,25
406 460,75 56,05
407 460,67 58,1
408 460,59 57,45
409 460,5 64,25
410 460,42 53,05
411 460,34 65,4
412 460,25 54,35
413 460,17 62,75
414 460,09 53,8
415 460 64,55
416 459,92 52,5
417 459,84 62,2
418 459,75 49,85
419 459,67 61,3
420 459,59 55,4
421 459,5 64,5
422 459,42 53,4
423 459,34 62
424 459,25 56,85
425 459,17 58,95
426 459,09 54,5
427 459 64,2
428 458,92 59,8
429 458,84 60,4
430 458,75 51,1
431 458,67 65,6
432 458,59 59,5
433 458,5 62
434 458,42 59,05
435 458,34 67,4
436 458,25 59,45
437 458,17 65,4
438 458,09 58,4
439 458 63,4
440 457,92 61,15
441 457,84 61,7
442 457,75 58,85
443 457,67 66,2
444 457,59 60,3
445 457,5 69,45
446 457,42 56,55
447 457,34 70,15
448 457,25 62,6
449 457,17 72,35
450 457,08 55,85
451 457 63,95
452 456,92 58,2
453 456,83 66,15
454 456,75 61,7
455 456,67 64,3
456 456,58 60,8
457 456,5 68,9
458 456,42 56,5
459 456,33 71,55
460 456,25 64,8
461 456,17 67,2
462 456,08 61,1
463 456 71,75
464 455,92 62,5
465 455,83 71,6
466 455,75 67,9
467 455,67 72,85
468 455,58 64,2
469 455,5 71,9
470 455,42 63,35
471 455,33 74,35
472 455,25 67,5
473 455,17 71,85
474 455,08 64,25
475 455 75,1
476 454,92 66,3
477 454,83 77,6
478 454,75 65,9
479 454,67 76,8
480 454,58 67,25
481 454,5 76,65
482 454,42 69,3
483 454,33 75,8
484 454,25 70,5
485 454,17 80,05
486 454,08 66,85
487 454 76,5
488 453,92 70,85
489 453,83 73,15
490 453,75 66,7
491 453,67 80,55
492 453,58 68,1
493 453,5 75,4
494 453,42 65,5
495 453,33 76,5
496 453,25 73,1
497 453,17 78,7
498 453,08 65,95
499 453 78,45
500 452,92 67,3
501 452,83 76,45
502 452,75 64,5
503 452,67 80,2
504 452,58 68,1
505 452,5 74,05
506 452,42 72,95
507 452,33 79,55
508 452,25 75,05
509 452,17 77,65
510 452,08 70,7
511 452 77,55
512 451,92 69,55
513 451,83 75,55
514 451,75 68,75
515 451,67 81,65
516 451,58 69
517 451,5 74,9
518 451,42 66,7
519 451,33 78,95
520 451,25 69,5
521 451,17 75,65
522 451,08 67,65
523 451 74,2
524 450,92 68,2
525 450,83 71,4
526 450,75 69,05
527 450,67 78,4
528 450,58 65,85
529 450,5 75,25
530 450,42 68,75
531 450,33 77,95
532 450,25 66,55
533 450,17 72,4
534 450,08 67,85
535 450 70,4
536 449,92 70
537 449,83 73,7
538 449,75 68,95
539 449,67 71,95
540 449,58 61,65
541 449,5 73,8
542 449,42 62,45
543 449,33 68
544 449,25 59,9
545 449,17 68,6
546 449,08 65,05
547 449 68
548 448,92 60,8
549 448,83 70,35
550 448,75 59,3
551 448,67 68,4
552 448,58 59,6
553 448,5 66
554 448,42 56,45
555 448,33 67,9
556 448,25 59,9
557 448,17 62,85
558 448,08 57,9
559 448 61,95
560 447,92 58,25
561 447,83 62,85
562 447,75 55,45
563 447,67 66
564 447,58 55,15
565 447,5 64,9
566 447,42 56,85
567 447,33 57,45
568 447,25 52,35
569 447,17 53
570 447,08 51,15
571 447 59,55
572 446,92 53,7
573 446,83 62,95
574 446,75 50,4
575 446,67 56,9
576 446,58 53,8
577 446,5 54,85
578 446,42 48,65
579 446,33 58,6
580 446,25 51,75
581 446,17 50,65
582 446,08 52
583 446 54,4
584 445,92 48,65
585 445,83 54,7
586 445,75 51,5
587 445,67 54,3
588 445,58 46,95
589 445,5 54,65
590 445,42 47,25
591 445,33 56,9
592 445,25 49,5
593 445,17 50,35
594 445,08 47,8
595 445 51,65
596 444,92 52,85
597 444,83 53,55
598 444,75 49,8
599 444,67 50,75
600 444,58 43,9
601 444,5 45,55
602 444,42 41,75
603 444,33 49,8
604 444,25 48
605 444,17 53,2
606 444,08 41,55
607 444 50,85
608 443,92 48,45
609 443,83 47,1
610 443,75 45,8
611 443,67 47,2
612 443,58 45,25
613 443,5 48,6
614 443,42 43,25
615 443,33 48,85
616 443,25 41,85
617 443,17 47,45
618 443,08 39,4
619 443 47,9
620 442,92 43,05
621 442,83 46,15
622 442,75 43,05
623 442,66 51,7
624 442,58 46,75
625 442,5 45,9
626 442,41 39,7
627 442,33 47,55
628 442,25 43,25
629 442,16 45,6
630 442,08 40,4
631 442 50,15
632 441,91 45,15
633 441,83 49,5
634 441,75 39,15
635 441,66 44,85
636 441,58 43,8
637 441,5 44,1
638 441,41 39,3
639 441,33 50,05
640 441,25 40,4
641 441,16 46,75
642 441,08 43,05
643 441 46,05
644 440,91 45,35
645 440,83 47
646 440,75 43,7
647 440,66 48,95
648 440,58 42,35
649 440,5 43,45
650 440,41 44,9
651 440,33 47,95
652 440,25 44,65
653 440,16 49,05
654 440,08 43,45
655 440 50,85
656 439,91 43,9
657 439,83 47,25
658 439,75 43,95
659 439,66 49,75
660 439,58 43,2
661 439,5 48,65
662 439,41 44,15
663 439,33 51,65
664 439,25 46,55
665 439,16 46,2
666 439,08 44,65
667 439 54,3
668 438,91 50,95
669 438,83 47,6
670 438,75 47,7
671 438,66 52,05
672 438,58 47,85
673 438,5 50,3
674 438,41 45,8
675 438,33 52,25
676 438,25 48,45
677 438,16 54,25
678 438,08 44,35
679 438 54,35
680 437,91 47,5
681 437,83 53,45
682 437,75 46,55
683 437,66 55,55
684 437,58 54,35
685 437,5 56,55
686 437,41 47,75
687 437,33 58,6
688 437,25 53,7
689 437,16 55,1
690 437,08 51,3
691 437 59,4
692 436,91 55,55
693 436,83 63,05
694 436,75 64
695 436,66 71,6
696 436,58 74,1
697 436,5 93,75
698 436,41 104,3
699 436,33 138,85
700 436,25 172,05
701 436,16 289,05
702 436,08 657,65
703 436 3139,2
704 435,91 4026,55
705 435,83 4020,6
706 435,75 4034,05
707 435,66 4017,5
708 435,58 2275,65
709 435,5 311,2
710 435,41 172,9
711 435,33 140,45
712 435,25 109,95
713 435,16 94,9
714 435,08 82,85
715 435 77,85
716 434,91 86,1
717 434,83 117,45
718 434,75 127,7
719 434,66 103,75
720 434,58 69,6
721 434,5 67,1
722 434,41 59,75
723 434,33 61,6
724 434,25 62,25
725 434,16 58,65
726 434,08 57,95
727 434 77,55
728 433,91 73,35
729 433,83 66
730 433,75 56,5
731 433,66 61,1
732 433,58 50,15
733 433,5 58,9
734 433,41 52,85
735 433,33 56,55
736 433,25 54,45
737 433,16 53,7
738 433,08 48,55
739 433 54,75
740 432,91 51,25
741 432,83 53,35
742 432,75 50,3
743 432,66 52,65
744 432,58 48,2
745 432,5 52,8
746 432,41 45,65
747 432,33 52,2
748 432,25 48,75
749 432,16 49,85
750 432,08 48,9
751 432 52,3
752 431,91 43,3
753 431,83 48
754 431,75 47,9
755 431,66 48,2
756 431,58 45,3
757 431,5 46,7
758 431,41 42,5
759 431,33 48,25
760 431,25 44,3
761 431,16 44,35
762 431,08 40,9
763 431 44,55
764 430,91 44,35
765 430,83 44
766 430,75 42,85
767 430,66 43,85
768 430,58 40,55
769 430,5 43,2
770 430,41 39,75
771 430,33 44,65
772 430,25 42,25
773 430,16 40
774 430,08 35,65
775 430 43,35
776 429,91 39,15
777 429,83 39,7
778 429,75 39,3
779 429,66 40,35
780 429,58 41,4
781 429,5 39,95
782 429,41 35,85
783 429,33 39,5
784 429,25 37,25
785 429,16 39,15
786 429,08 39,65
787 429 36,2
788 428,91 36,95
789 428,83 34,45
790 428,74 36,3
791 428,66 35,7
792 428,58 35,95
793 428,49 36,95
794 428,41 34,15
795 428,33 43,15
796 428,24 35,5
797 428,16 34,05
798 428,08 32,65
799 427,99 32,2
800 427,91 35,9
801 427,83 36,45
802 427,74 33,45
803 427,66 38,15
804 427,58 33,75
805 427,49 37,25
806 427,41 28,85
807 427,33 35,4
808 427,24 33,55
809 427,16 34,85
810 427,08 32,95
811 426,99 33,1
812 426,91 33
813 426,83 31
814 426,74 31,95
815 426,66 30,4
816 426,58 28,65
817 426,49 33,2
818 426,41 29,8
819 426,33 30,4
820 426,24 30,9
821 426,16 34,2
822 426,08 30,25
823 425,99 32,4
824 425,91 29,45
825 425,83 30,5
826 425,74 30,15
827 425,66 32,95
828 425,58 29,65
829 425,49 30,25
830 425,41 28,5
831 425,33 32,2
832 425,24 29,65
833 425,16 29,3
834 425,08 29,75
835 424,99 32,25
836 424,91 27,5
837 424,83 28,9
838 424,74 25,55
839 424,66 29,9
840 424,58 29,8
841 424,49 32,9
842 424,41 32,05
843 424,33 32,45
844 424,24 26,35
845 424,16 26,95
846 424,08 27,1
847 423,99 31,25
848 423,91 30,35
849 423,83 28,75
850 423,74 30,6
851 423,66 31,2
852 423,58 25,35
853 423,49 27
854 423,41 28,45
855 423,33 33,9
856 423,24 30,9
857 423,16 33,25
858 423,08 26,7
859 422,99 33,75
860 422,91 25,4
861 422,83 28,9
862 422,74 30,3
863 422,66 29,05
864 422,58 28,4
865 422,49 28,2
866 422,41 27,25
867 422,33 32,5
868 422,24 28,3
869 422,16 28,05
870 422,08 27,55
871 421,99 31,6
872 421,91 29,1
873 421,83 28,7
874 421,74 30,55
875 421,66 34,85
876 421,58 28,65
877 421,49 29,4
878 421,41 26,95
879 421,33 33
880 421,24 31,1
881 421,16 28,95
882 421,08 27,6
883 420,99 31,65
884 420,91 28,05
885 420,83 33,25
886 420,74 28,45
887 420,66 30,05
888 420,58 31
889 420,49 31,9
890 420,41 32,9
891 420,33 29,7
892 420,24 31,45
893 420,16 30,15
894 420,08 30,3
895 419,99 30,6
896 419,91 30,65
897 419,83 29,9
898 419,74 27,1
899 419,66 30,55
900 419,58 29,7
901 419,49 29,8
902 419,41 29,9
903 419,33 34,5
904 419,24 28,3
905 419,16 31,7
906 419,08 30,7
907 418,99 31,3
908 418,91 28,15
909 418,83 32,8
910 418,74 32,6
911 418,66 32,75
912 418,58 33,45
913 418,49 33,3
914 418,41 31,95
915 418,33 35,3
916 418,24 30,9
917 418,16 29,95
918 418,08 31,6
919 417,99 33
920 417,91 28,2
921 417,83 30,45
922 417,74 29,45
923 417,66 32,95
924 417,58 34,5
925 417,49 36,55
926 417,41 31,5
927 417,33 32,05
928 417,24 29,45
929 417,16 30,4
930 417,08 29,4
931 416,99 33,25
932 416,91 27,05
933 416,83 32
934 416,74 25,35
935 416,66 31,45
936 416,58 27,9
937 416,49 32,35
938 416,41 29,6
939 416,33 32,05
940 416,24 26,45
941 416,16 30,4
942 416,08 28,8
943 415,99 29,15
944 415,91 27,65
945 415,83 29,7
946 415,74 30,75
947 415,66 29,6
948 415,58 30,15
949 415,49 27,85
950 415,41 29,85
951 415,33 31,45
952 415,24 26
953 415,16 29,3
954 415,08 27,15
955 414,99 31,05
956 414,91 27,5
957 414,83 28,6
958 414,74 29,1
959 414,66 28,1
960 414,58 28,85
961 414,49 26,15
962 414,41 25,35
963 414,32 29,3
964 414,24 24,4
965 414,16 25,35
966 414,07 26,7
967 413,99 26,3
968 413,91 22,35
969 413,82 25,35
970 413,74 25,3
971 413,66 27,15
972 413,57 23,85
973 413,49 27,45
974 413,41 24,35
975 413,32 23,75
976 413,24 22,2
977 413,16 25,4
978 413,07 26,25
979 412,99 23,85
980 412,91 22,85
981 412,82 23,15
982 412,74 22,65
983 412,66 21,8
984 412,57 21,4
985 412,49 20,5
986 412,41 22,3
987 412,32 22,5
988 412,24 17,7
989 412,16 23,75
990 412,07 18,1
991 411,99 21,7
992 411,91 24,05
993 411,82 20,25
994 411,74 19
995 411,66 21,95
996 411,57 20,1
997 411,49 23,15
998 411,41 17,75
999 411,32 21,1
1000 411,24 20,15
1001 411,16 21,15
1002 411,07 22,05
1003 410,99 21,6
1004 410,91 19,2
1005 410,82 20,8
1006 410,74 18,55
1007 410,66 19,5
1008 410,57 18,55
1009 410,49 18,35
1010 410,41 19,1
1011 410,32 20,9
1012 410,24 18,55
1013 410,16 18,7
1014 410,07 17,9
1015 409,99 21,45
1016 409,91 15,85
1017 409,82 16,7
1018 409,74 15,6
1019 409,66 17,8
1020 409,57 18,1
1021 409,49 18,2
1022 409,41 17,5
1023 409,32 17,8
1024 409,24 16,55
1025 409,16 17,1
1026 409,07 17,2
1027 408,99 20,9
1028 408,91 18,5
1029 408,82 15,1
1030 408,74 18,5
1031 408,66 21,7
1032 408,57 17,5
1033 408,49 16,3
1034 408,41 17,65
1035 408,32 17,15
1036 408,24 18,85
1037 408,16 18,1
1038 408,07 20,45
1039 407,99 23,45
1040 407,91 66,4
1041 407,82 169,25
1042 407,74 114,6
1043 407,66 35,65
1044 407,57 22,65
1045 407,49 17,6
1046 407,41 14,3
1047 407,32 16,15
1048 407,24 16,5
1049 407,16 17,05
1050 407,07 16,8
1051 406,99 16,15
1052 406,91 18
1053 406,82 17,4
1054 406,74 13,55
1055 406,66 19,2
1056 406,57 14,4
1057 406,49 14,9
1058 406,41 14,15
1059 406,32 18,05
1060 406,24 17
1061 406,16 18,35
1062 406,07 18,4
1063 405,99 13,85
1064 405,91 19,95
1065 405,82 17,75
1066 405,74 16,15
1067 405,66 21,95
1068 405,57 17,4
1069 405,49 17,1
1070 405,41 20,1
1071 405,32 24,85
1072 405,24 21,05
1073 405,16 31,15
1074 405,07 35,7
1075 404,99 55,65
1076 404,91 99
1077 404,82 722,05
1078 404,74 2987,3
1079 404,66 3657,35
1080 404,57 1529,75
1081 404,49 264,85
1082 404,41 83,85
1083 404,32 48,95
1084 404,24 32,4
1085 404,15 28,85
1086 404,07 21,75
1087 403,99 23,1
1088 403,9 20,45
1089 403,82 18,55
1090 403,74 19,45
1091 403,65 19,4
1092 403,57 18,2
1093 403,49 18,15
1094 403,4 17,6
1095 403,32 19,45
1096 403,23 20,6
1097 403,15 17,05
1098 403,07 18,2
1099 402,98 16,7
1100 402,9 16,75
1101 402,82 18,1
1102 402,73 15,45
1103 402,65 18,25
1104 402,57 17,15
1105 402,48 18,05
1106 402,4 15
1107 402,31 17,45
1108 402,23 17
1109 402,15 15,2
1110 402,06 17
1111 401,98 16,5
1112 401,9 16,45
1113 401,81 16,9
1114 401,73 18,5
1115 401,65 19,7
1116 401,56 16,65
1117 401,48 17,85
1118 401,39 18,05
1119 401,31 18,25
1120 401,23 13,05
1121 401,14 19,1
1122 401,06 16,25
1123 400,98 16,9
1124 400,89 18,15
1125 400,81 16,3
1126 400,73 17,65
1127 400,64 15,5
1128 400,56 16,65
1129 400,47 15,55
1130 400,39 15,4
1131 400,31 18,1
1132 400,22 15,3
1133 400,14 17,15
1134 400,06 12,9
1135 399,97 17,55
1136 399,89 13,3
1137 399,81 14,95
1138 399,72 17,85
1139 399,64 13,15
1140 399,55 15,95
1141 399,47 13,55
1142 399,39 15,7
1143 399,3 14,45
1144 399,22 15,45
1145 399,14 15,35
1146 399,05 10,85
1147 398,97 14,9
1148 398,89 15,25
1149 398,8 16,45
1150 398,72 14,85
1151 398,63 17,5
1152 398,55 12,6
1153 398,47 14
1154 398,38 12,8
1155 398,3 13,15
1156 398,22 13,2
1157 398,13 13,2
1158 398,05 13,6
1159 397,97 13,65
1160 397,88 14,5
1161 397,8 11,75
1162 397,71 9,55
1163 397,63 15,3
1164 397,55 11,6
1165 397,46 14,55
1166 397,38 13,15
1167 397,3 13,45
1168 397,21 14,1
1169 397,13 12,85
1170 397,05 10,9
1171 396,96 11,9
1172 396,88 12,4
1173 396,79 11,3
1174 396,71 11,9
1175 396,63 9,3
1176 396,54 13,75
1177 396,46 13,3
1178 396,38 13,4
1179 396,29 13,65
1180 396,21 11,75
1181 396,13 11,35
1182 396,04 8,65000000000001
1183 395,96 13,2
1184 395,87 10,3
1185 395,79 12,25
1186 395,71 12,85
1187 395,62 11,15
1188 395,54 10,4
1189 395,46 12,1
1190 395,37 11,9
1191 395,29 9,95
1192 395,21 11,3
1193 395,12 11,5
1194 395,04 12,55
1195 394,95 10,7
1196 394,87 10,15
1197 394,79 9,85000000000001
1198 394,7 7,3
1199 394,62 9,8
1200 394,54 10,55
1201 394,45 12,5
1202 394,37 10,65
1203 394,29 10,1
1204 394,2 11,5
1205 394,12 9,2
1206 394,03 9,55
1207 393,95 7,5
1208 393,87 11,65
1209 393,78 10,3
1210 393,7 9,7
1211 393,62 11,35
1212 393,53 9,7
1213 393,45 8,4
1214 393,37 7,7
1215 393,28 9,34999999999999
1216 393,2 10,45
1217 393,11 9,09999999999999
1218 393,03 11,4
1219 392,95 11,45
1220 392,86 10,45
1221 392,78 10,7
1222 392,7 7,60000000000001
1223 392,61 10,6
1224 392,53 9
1225 392,45 11
1226 392,36 10,3
1227 392,28 10,8
1228 392,2 6,2
1229 392,11 7,75
1230 392,03 8,55
1231 391,94 10,15
1232 391,86 9,75
1233 391,78 11,1
1234 391,69 9,84999999999999
1235 391,61 9,2
1236 391,53 10,4
1237 391,44 8,75
1238 391,36 9,85000000000001
1239 391,28 9,1
1240 391,19 10,1
1241 391,11 10,45
1242 391,02 8,65
1243 390,94 9
1244 390,86 9,8
1245 390,77 10,35
1246 390,69 13,65
1247 390,61 14,5
1248 390,52 9,14999999999999
1249 390,44 7,65
1250 390,36 8,75
1251 390,27 10,15
1252 390,19 10,45
1253 390,1 9,40000000000001
1254 390,02 8,2
1255 389,94 11,6
1256 389,85 10,25
1257 389,77 9,1
1258 389,69 8,90000000000001
1259 389,6 11,7
1260 389,52 10
1261 389,44 7,55
1262 389,35 6,65000000000001
1263 389,27 11,25
1264 389,18 7,5
1265 389,1 11
1266 389,02 10,25
1267 388,93 4,45
1268 388,85 9,7
1269 388,77 8,89999999999999
1270 388,68 9,64999999999999
1271 388,6 12,05
1272 388,52 9,15
1273 388,43 9,99999999999999
1274 388,35 11,6
1275 388,26 12,4
1276 388,18 9,25
1277 388,1 7,5
1278 388,01 7,65000000000001
1279 387,93 8,3
1280 387,85 8,84999999999999
1281 387,76 9,34999999999999
1282 387,68 10,1
1283 387,6 10,15
1284 387,51 10,55
1285 387,43 8,9
1286 387,34 9,34999999999999
1287 387,26 9,75
1288 387,18 11,1
1289 387,09 8,34999999999999
1290 387,01 9,8
1291 386,93 7,34999999999999
1292 386,84 5,8
1293 386,76 6,55
1294 386,68 5,2
1295 386,59 12,3
1296 386,51 9,94999999999999
1297 386,42 6,8
1298 386,34 7,90000000000001
1299 386,26 8,9
1300 386,17 6,15000000000001
1301 386,09 5,1
1302 386,01 10,75
1303 385,92 10,5
1304 385,84 8,40000000000001
1305 385,76 9,8
1306 385,67 13
1307 385,59 7,05
1308 385,5 6,85000000000001
1309 385,42 9,1
1310 385,34 10,3
1311 385,25 9,00000000000001
1312 385,17 10
1313 385,09 9,55
1314 385 9,8
1315 384,92 7,85
1316 384,84 12,15
1317 384,75 9,05
1318 384,67 9,64999999999999
1319 384,58 7,85
1320 384,5 9,24999999999999
1321 384,42 9,45
1322 384,33 6,8
1323 384,25 8,75
1324 384,17 8,3
1325 384,08 6,7
1326 384 11,75
1327 383,92 10,6
1328 383,83 8,84999999999999
1329 383,75 8,15
1330 383,66 6,3
1331 383,58 9,15
1332 383,5 7,7
1333 383,41 5,85
1334 383,33 10,85
1335 383,25 8,99999999999999
1336 383,16 3,75
1337 383,08 7,05
1338 383 9,64999999999999
1339 382,91 8,60000000000001
1340 382,83 9,34999999999999
1341 382,74 7,84999999999999
1342 382,66 8,55000000000001
1343 382,58 8,45
1344 382,49 9,55
1345 382,41 8,9
1346 382,33 7,80000000000001
1347 382,24 9,69999999999999
1348 382,16 5,69999999999999
1349 382,08 5,7
1350 381,99 7,09999999999999
1351 381,91 6,8
1352 381,82 7,25000000000001
1353 381,74 8,2
1354 381,66 9,2
1355 381,57 4,35000000000001
1356 381,49 12,2
1357 381,41 7,15
1358 381,32 7,10000000000001
1359 381,24 8,65000000000001
1360 381,16 7,95
1361 381,07 9,45
1362 380,99 9,95
1363 380,9 6,40000000000001
1364 380,82 11,4
