0 494,59 73,15
1 494,51 87,8
2 494,43 75,5
3 494,34 90,1
4 494,26 76,4
5 494,18 93,45
6 494,09 78,55
7 494,01 89,05
8 493,93 76,6
9 493,84 88,15
10 493,76 80,8
11 493,68 93,5
12 493,59 79,5
13 493,51 89,1
14 493,43 81,9
15 493,34 93,8
16 493,26 81,05
17 493,18 94,05
18 493,09 80,45
19 493,01 91,4
20 492,93 83,75
21 492,84 87,85
22 492,76 81,45
23 492,68 88,8
24 492,59 78,05
25 492,51 91,2
26 492,43 79,85
27 492,34 92,35
28 492,26 75,6
29 492,18 97
30 492,09 84,15
31 492,01 106,5
32 491,93 102,45
33 491,84 116,4
34 491,76 97,2
35 491,68 102,05
36 491,59 84,75
37 491,51 92,75
38 491,43 78,85
39 491,34 98,4
40 491,26 78,75
41 491,18 92
42 491,09 77,65
43 491,01 89,7
44 490,93 78,3
45 490,84 85,55
46 490,76 76,25
47 490,68 91,4
48 490,59 80,05
49 490,51 86,25
50 490,43 75,85
51 490,34 87,9
52 490,26 75,9
53 490,18 89,25
54 490,09 78,7
55 490,01 88,7
56 489,93 73,45
57 489,84 89,2
58 489,76 77
59 489,68 86,1
60 489,59 76,05
61 489,51 86,95
62 489,43 71,35
63 489,34 86,9
64 489,26 75,55
65 489,18 82,35
66 489,09 73,7
67 489,01 82,9
68 488,93 73,9
69 488,84 85,15
70 488,76 73,35
71 488,68 78,6
72 488,59 73,45
73 488,51 87,85
74 488,43 71,35
75 488,34 80,05
76 488,26 73,4
77 488,18 79,2
78 488,09 71,35
79 488,01 79,35
80 487,93 69,65
81 487,84 77,3
82 487,76 69,75
83 487,68 78,4
84 487,59 66,95
85 487,51 79,25
86 487,43 64,95
87 487,34 73,1
88 487,26 68,9
89 487,18 71,45
90 487,09 67,2
91 487,01 75,95
92 486,93 67,45
93 486,84 69,7
94 486,76 68,95
95 486,68 74,95
96 486,59 64,8
97 486,51 72,65
98 486,43 63,25
99 486,34 72,45
100 486,26 62,6
101 486,18 72,6
102 486,09 62,95
103 486,01 71,9
104 485,93 64,3
105 485,84 68,8
106 485,76 63,2
107 485,68 66,9
108 485,59 56,95
109 485,51 69,8
110 485,42 60,95
111 485,34 71,9
112 485,26 64,35
113 485,17 65,55
114 485,09 61,5
115 485,01 69,75
116 484,92 63,5
117 484,84 69,1
118 484,76 62,1
119 484,67 68,7
120 484,59 64,4
121 484,51 68,7
122 484,42 60,45
123 484,34 69,6
124 484,26 60,65
125 484,17 66,55
126 484,09 60,85
127 484,01 67,9
128 483,92 61,5
129 483,84 66,55
130 483,76 60
131 483,67 70,6
132 483,59 63,2
133 483,51 64,35
134 483,42 58,9
135 483,34 65,05
136 483,26 58,15
137 483,17 65,75
138 483,09 56,85
139 483,01 65,4
140 482,92 59,5
141 482,84 65,95
142 482,76 60,9
143 482,67 68,6
144 482,59 63,9
145 482,51 64,55
146 482,42 59,05
147 482,34 68,75
148 482,26 64,55
149 482,17 64,7
150 482,09 60,5
151 482,01 68,65
152 481,92 61,1
153 481,84 65,9
154 481,76 58,85
155 481,67 65,5
156 481,59 61,95
157 481,51 66,95
158 481,42 56,3
159 481,34 66,7
160 481,26 61,25
161 481,17 64,85
162 481,09 57,35
163 481,01 68,25
164 480,92 58,1
165 480,84 66,9
166 480,76 62,9
167 480,67 70,2
168 480,59 61,9
169 480,51 66,5
170 480,42 60,05
171 480,34 66,25
172 480,26 62,25
173 480,17 69,55
174 480,09 62,55
175 480,01 71,4
176 479,92 64,25
177 479,84 70,3
178 479,76 61,8
179 479,67 70,1
180 479,59 65,8
181 479,51 68,9
182 479,42 63,3
183 479,34 71,8
184 479,26 64,1
185 479,17 69
186 479,09 62,25
187 479,01 69,5
188 478,92 68,7
189 478,84 78,9
190 478,76 71,85
191 478,67 73,15
192 478,59 69,2
193 478,51 72,25
194 478,42 68,55
195 478,34 71,7
196 478,26 69,55
197 478,17 75,7
198 478,09 64,75
199 478,01 79,3
200 477,92 73,15
201 477,84 75,85
202 477,76 67,9
203 477,67 77,85
204 477,59 69,75
205 477,51 76,05
206 477,42 74,15
207 477,34 75,7
208 477,26 70,4
209 477,17 72,55
210 477,09 70,5
211 477,01 75,7
212 476,92 73,4
213 476,84 74,15
214 476,76 75
215 476,67 78,05
216 476,59 76,55
217 476,51 79,35
218 476,42 70,5
219 476,34 79,35
220 476,26 80,4
221 476,17 81,5
222 476,09 81,85
223 476,01 85
224 475,92 79,7
225 475,84 82,7
226 475,76 79,3
227 475,67 84,75
228 475,59 79,45
229 475,51 87
230 475,42 83,3
231 475,34 85,25
232 475,26 80,2
233 475,17 87,55
234 475,09 80,55
235 475,01 88,35
236 474,92 84,15
237 474,84 88,3
238 474,76 83,35
239 474,67 91,85
240 474,59 84,6
241 474,51 88,4
242 474,42 82,05
243 474,34 93,2
244 474,26 86,1
245 474,17 91,65
246 474,09 87
247 474,01 88,9
248 473,92 89,1
249 473,84 89,85
250 473,76 89,2
251 473,67 94,15
252 473,59 87,65
253 473,51 92,9
254 473,42 88,2
255 473,34 92,3
256 473,26 86,95
257 473,17 94,4
258 473,09 92,45
259 473,01 94,95
260 472,92 89
261 472,84 94,1
262 472,76 87,4
263 472,67 97
264 472,59 90,3
265 472,51 103,5
266 472,42 87,5
267 472,34 95,9
268 472,26 92,75
269 472,17 95,75
270 472,09 93,95
271 472,01 95,95
272 471,92 90,95
273 471,84 94,25
274 471,76 87,45
275 471,67 98,3
276 471,59 90,95
277 471,51 95,15
278 471,42 89,7
279 471,34 95,65
280 471,26 88,45
281 471,17 97,15
282 471,09 88,05
283 471 95,35
284 470,92 93,4
285 470,84 96,2
286 470,75 87,3
287 470,67 95,25
288 470,59 94
289 470,5 91,95
290 470,42 82
291 470,34 93,75
292 470,25 83,6
293 470,17 92,55
294 470,09 83,25
295 470 95,9
296 469,92 85,3
297 469,84 88,85
298 469,75 88,05
299 469,67 92,2
300 469,59 84,65
301 469,5 87,15
302 469,42 86,45
303 469,34 91,75
304 469,25 81,5
305 469,17 91,4
306 469,09 78,75
307 469 90,95
308 468,92 84,1
309 468,84 87,05
310 468,75 81,3
311 468,67 90
312 468,59 83,25
313 468,5 88,85
314 468,42 82
315 468,34 85,85
316 468,25 79,5
317 468,17 83,8
318 468,09 78,2
319 468 85,95
