0 1E-6
1 0,04348
2 0,08696
3 0,13044
4 0,17391
5 0,21739
6 0,26087
7 0,30435
8 0,34783
9 0,39131
10 0,43478
11 0,47826
12 0,52174
13 0,56522
14 0,6087
15 0,65217
16 0,69565
17 0,73913
18 0,78261
19 0,82609
20 0,86957
21 0,91304
22 0,95652
23 1
24 1,04348
25 1,08696
26 1,13044
27 1,17391
28 1,21739
29 1,26087
30 1,30435
31 1,34783
32 1,39131
33 1,43478
34 1,47826
35 1,52174
36 1,56522
37 1,6087
38 1,65217
39 1,69565
40 1,73913
41 1,78261
42 1,82609
43 1,86957
44 1,91304
45 1,95652
46 2
47 2,04348
48 2,08696
49 2,13044
50 2,17391
51 2,21739
52 2,26087
53 2,30435
54 2,34783
55 2,39131
56 2,43478
57 2,47826
58 2,52174
59 2,56522
60 2,6087
61 2,65217
62 2,69565
63 2,73913
64 2,78261
65 2,82609
66 2,86957
67 2,91304
68 2,95652
69 3
70 3,04348
71 3,08696
72 3,13044
73 3,17391
74 3,21739
75 3,26087
76 3,30435
77 3,34783
78 3,39131
79 3,43478
80 3,47826
81 3,52174
82 3,56522
83 3,6087
84 3,65217
85 3,69565
86 3,73913
87 3,78261
88 3,82609
89 3,86957
90 3,91304
91 3,95652
92 4
93 4,04348
94 4,08696
95 4,13044
96 4,17391
97 4,21739
98 4,26087
99 4,30435
100 4,34783
101 4,3913
102 4,43478
103 4,47826
104 4,52174
105 4,56522
106 4,6087
107 4,65217
108 4,69565
109 4,73913
110 4,78261
111 4,82609
112 4,86957
113 4,91304
114 4,95652
115 5
116 5,04348
117 5,08696
118 5,13044
119 5,17391
120 5,21739
121 5,26087
122 5,30435
123 5,34783
124 5,3913
125 5,43478
126 5,47826
127 5,52174
128 5,56522
129 5,6087
130 5,65217
131 5,69565
132 5,73913
133 5,78261
134 5,82609
135 5,86957
136 5,91304
137 5,95652
138 6
139 6,04348
140 6,08696
141 6,13044
142 6,17391
143 6,21739
144 6,26087
145 6,30435
146 6,34783
147 6,3913
148 6,43478
149 6,47826
150 6,52174
151 6,56522
152 6,6087
153 6,65217
154 6,69565
155 6,73913
156 6,78261
157 6,82609
158 6,86957
159 6,91304
160 6,95652
161 7
162 7,04348
163 7,08696
164 7,13044
165 7,17391
166 7,21739
167 7,26087
168 7,30435
169 7,34783
170 7,3913
171 7,43478
172 7,47826
173 7,52174
174 7,56522
175 7,6087
176 7,65217
177 7,69565
178 7,73913
179 7,78261
180 7,82609
181 7,86957
182 7,91304
183 7,95652
184 8
185 8,04348
186 8,08696
187 8,13043
188 8,17391
189 8,21739
190 8,26087
191 8,30435
192 8,34783
193 8,3913
194 8,43478
195 8,47826
196 8,52174
197 8,56522
198 8,6087
199 8,65217
200 8,69565
201 8,73913
202 8,78261
203 8,82609
204 8,86957
205 8,91304
206 8,95652
207 9
208 9,04348
209 9,08696
210 9,13043
211 9,17391
212 9,21739
213 9,26087
214 9,30435
215 9,34783
216 9,3913
217 9,43478
218 9,47826
219 9,52174
220 9,56522
221 9,6087
222 9,65217
223 9,69565
224 9,73913
225 9,78261
226 9,82609
227 9,86957
228 9,91304
229 9,95652
230 10
231 10,04255
232 10,08511
233 10,12766
234 10,17021
235 10,21277
236 10,25532
237 10,29787
238 10,34043
239 10,38298
240 10,42553
241 10,46809
242 10,51064
243 10,55319
244 10,59574
245 10,6383
246 10,68085
247 10,7234
248 10,76596
249 10,80851
250 10,85106
251 10,89362
252 10,93617
253 10,97872
254 11,02128
255 11,06383
256 11,10638
257 11,14894
258 11,19149
259 11,23404
260 11,2766
261 11,31915
262 11,3617
263 11,40426
264 11,44681
265 11,48936
266 11,53191
267 11,57447
268 11,61702
269 11,65957
270 11,70213
271 11,74468
272 11,78723
273 11,82979
274 11,87234
275 11,91489
276 11,95745
277 12
278 12,04255
279 12,08511
280 12,12766
281 12,17021
282 12,21277
283 12,25532
284 12,29787
285 12,34043
286 12,38298
287 12,42553
288 12,46809
289 12,51064
290 12,55319
291 12,59574
292 12,6383
293 12,68085
294 12,7234
295 12,76596
296 12,80851
297 12,85106
298 12,89362
299 12,93617
300 12,97872
301 13,02128
302 13,06383
303 13,10638
304 13,14894
305 13,19149
306 13,23404
307 13,2766
308 13,31915
309 13,3617
310 13,40426
311 13,44681
312 13,48936
313 13,53191
314 13,57447
315 13,61702
316 13,65957
317 13,70213
318 13,74468
319 13,78723
320 13,82979
321 13,87234
322 13,91489
323 13,95745
324 14
325 14,04255
326 14,08511
327 14,12766
328 14,17021
329 14,21277
330 14,25532
331 14,29787
332 14,34043
333 14,38298
334 14,42553
335 14,46809
336 14,51064
337 14,55319
338 14,59574
339 14,6383
340 14,68085
341 14,7234
342 14,76596
343 14,80851
344 14,85106
345 14,89362
346 14,93617
347 14,97872
348 15,02128
349 15,06383
350 15,10638
351 15,14894
352 15,19149
353 15,23404
354 15,2766
355 15,31915
356 15,3617
357 15,40426
358 15,44681
359 15,48936
360 15,53191
361 15,57447
362 15,61702
363 15,65957
364 15,70213
365 15,74468
366 15,78723
367 15,82979
368 15,87234
369 15,91489
370 15,95745
371 16
372 16,04255
373 16,08511
374 16,12766
375 16,17021
376 16,21277
377 16,25532
378 16,29787
379 16,34043
380 16,38298
381 16,42553
382 16,46809
383 16,51064
384 16,55319
385 16,59574
386 16,6383
387 16,68085
388 16,7234
389 16,76596
390 16,80851
391 16,85106
392 16,89362
393 16,93617
394 16,97872
395 17,02128
396 17,06383
397 17,10638
398 17,14894
399 17,19149
400 17,23404
401 17,2766
402 17,31915
403 17,3617
404 17,40426
405 17,44681
406 17,48936
407 17,53191
408 17,57447
