0 494,65 -5,95
1 494,57 -7,43333333333332
2 494,49 -3,96666666666667
3 494,4 -6,93333333333332
4 494,32 -1,94999999999999
5 494,24 -8,51666666666667
6 494,15 -7,43333333333332
7 494,07 -8,81666666666666
8 493,99 -6,48333333333333
9 493,9 -5,66666666666667
10 493,82 -7,15000000000001
11 493,74 -6,36666666666665
12 493,65 -7,55
13 493,57 -7,58333333333333
14 493,48 -10,1333333333333
15 493,4 -3,78333333333333
16 493,32 -9,83333333333333
17 493,23 -5,61666666666667
18 493,15 -7
19 493,07 -8,08333333333333
20 492,98 -7,44999999999999
21 492,9 -3,90000000000001
22 492,82 -5,05
23 492,73 -5,83333333333333
24 492,65 -4,19999999999999
25 492,57 -5,33333333333333
26 492,48 -5,90000000000001
27 492,4 -4,78333333333333
28 492,32 -4,53333333333332
29 492,23 -6,26666666666667
30 492,15 -5,93333333333332
31 492,07 -5,56666666666668
32 491,98 -10,5
33 491,9 -7,84999999999999
34 491,82 -10,9833333333333
35 491,73 -6,26666666666667
36 491,65 -6,84999999999999
37 491,57 -7,05
38 491,48 -6,61666666666667
39 491,4 -9,16666666666667
40 491,32 -12,7666666666667
41 491,23 -5,11666666666667
42 491,15 -7,75
43 491,07 -5,93333333333332
44 490,98 -6,61666666666665
45 490,9 -3,56666666666668
46 490,82 -9,25
47 490,73 -6,86666666666665
48 490,65 -7,38333333333335
49 490,57 -5,95
50 490,48 -6,11666666666667
51 490,4 -3,84999999999999
52 490,31 -5,43333333333332
53 490,23 -9,40000000000001
54 490,15 -4,08333333333333
55 490,06 -5,01666666666665
56 489,98 -10,1333333333333
57 489,9 -9,5
58 489,81 -3,59999999999999
59 489,73 -5,31666666666666
60 489,65 -3,51666666666667
61 489,56 -3,95
62 489,48 -9,01666666666667
63 489,4 -7,09999999999999
64 489,31 -8,93333333333332
65 489,23 -4,65000000000001
66 489,15 -7,13333333333333
67 489,06 -6,51666666666667
68 488,98 -6,78333333333333
69 488,9 -5,95
70 488,81 -8,26666666666667
71 488,73 -7,30000000000001
72 488,65 -13,7833333333333
73 488,56 -10,3666666666667
74 488,48 -4,59999999999999
75 488,4 -5,88333333333335
76 488,31 -9,41666666666666
77 488,23 -8,11666666666667
78 488,15 -5,40000000000001
79 488,06 -5,01666666666667
80 487,98 -3,78333333333333
