0 494,65 -3,66666666666667
1 494,57 -7,03333333333333
2 494,49 -6,36666666666667
3 494,4 -7,61666666666667
4 494,32 -4,38333333333334
5 494,24 -9,75
6 494,15 -6,08333333333333
7 494,07 -6,21666666666667
8 493,99 -4,48333333333333
9 493,9 -8,5
10 493,82 -8
11 493,74 -7,25
12 493,65 -3,76666666666667
13 493,57 -5,91666666666667
14 493,48 -6,53333333333333
15 493,4 -2,46666666666667
16 493,32 -10,9833333333333
17 493,23 -5,11666666666667
18 493,15 -8,48333333333333
19 493,07 -4,76666666666667
20 492,98 -3,31666666666668
21 492,9 -4,33333333333333
22 492,82 -5,03333333333333
23 492,73 -5,15000000000001
24 492,65 -4,94999999999999
25 492,57 -5,63333333333333
26 492,48 -4,16666666666667
27 492,4 -7,83333333333334
28 492,32 -5,11666666666667
29 492,23 -12,9
30 492,15 -11,5
31 492,07 -3,05
32 491,98 -6,98333333333333
33 491,9 -8,38333333333333
34 491,82 -10,1666666666667
35 491,73 -8,45
36 491,65 -8,8
37 491,57 -7,46666666666667
38 491,48 -3,76666666666667
39 491,4 -9,5
40 491,32 -7,88333333333334
41 491,23 -5,88333333333333
42 491,15 -5,43333333333332
43 491,07 -7,90000000000001
44 490,98 -9,91666666666667
45 490,9 -4,71666666666667
46 490,82 -6,90000000000001
47 490,73 -5,80000000000001
48 490,65 -7,44999999999999
49 490,57 -8,45
50 490,48 -4,09999999999999
51 490,4 -1,61666666666667
52 490,31 -4,83333333333333
53 490,23 -8,11666666666667
54 490,15 -5,84999999999999
55 490,06 -4,51666666666665
56 489,98 -7,7
57 489,9 -7,18333333333332
58 489,81 -4,45
59 489,73 -3,66666666666667
60 489,65 -5,48333333333333
61 489,56 -6,01666666666667
62 489,48 -7,75
63 489,4 -12,9
64 489,31 -7,15000000000001
65 489,23 -4,61666666666667
66 489,15 -7,01666666666667
67 489,06 -7,5
68 488,98 -6,09999999999999
69 488,9 -3,88333333333333
70 488,81 -6,46666666666667
71 488,73 -5,08333333333333
72 488,65 -7,48333333333333
73 488,56 -7,68333333333332
74 488,48 -7,28333333333333
75 488,4 -7,34999999999999
76 488,31 -9,34999999999999
77 488,23 -5,83333333333333
78 488,15 -9,43333333333332
79 488,06 -7,25
80 487,98 -6,06666666666668
81 487,9 -6,11666666666667
82 487,81 -6,65000000000001
83 487,73 -7,03333333333332
84 487,65 -7,5
85 487,56 -9,05
86 487,48 -8,18333333333332
87 487,4 -3,34999999999999
88 487,31 -3,16666666666667
89 487,23 -3,81666666666668
90 487,14 -7,2
91 487,06 -8,25
92 486,98 -7,45
93 486,89 -1,15
94 486,81 1,13333333333333
95 486,73 -0,75
96 486,64 -5,65000000000001
97 486,56 -8,43333333333332
98 486,48 -6,13333333333333
99 486,39 -7,83333333333333
100 486,31 -5,91666666666667
101 486,23 -8,51666666666667
102 486,14 -6,65000000000001
103 486,06 -8,23333333333333
104 485,98 -6,96666666666667
105 485,89 -4,40000000000001
106 485,81 -4,88333333333333
107 485,73 -6,8
108 485,64 -9,09999999999999
109 485,56 -5,8
110 485,48 -3,31666666666668
111 485,39 -6,56666666666668
112 485,31 -8,08333333333333
113 485,23 -4,90000000000001
114 485,14 -3,7
115 485,06 -6,69999999999999
116 484,98 -10,15
117 484,89 -7,90000000000001
118 484,81 -5,73333333333333
119 484,73 -7,46666666666668
120 484,64 -1,15000000000001
121 484,56 -10,1
122 484,48 -7,58333333333333
123 484,39 -4,48333333333333
124 484,31 -6,71666666666667
125 484,23 -3,83333333333334
126 484,14 -3,7
127 484,06 -5,5
128 483,97 -6,51666666666667
129 483,89 -6,53333333333333
130 483,81 -7,68333333333332
131 483,72 -7,28333333333333
132 483,64 -5,38333333333335
133 483,56 -8,21666666666666
134 483,47 -5,63333333333333
135 483,39 -8,58333333333333
136 483,31 -9,28333333333332
137 483,22 -5,93333333333332
138 483,14 -8,34999999999999
139 483,06 -9,53333333333333
140 482,97 -10,25
141 482,89 -4,93333333333332
142 482,81 -8,25
143 482,72 -8,15000000000001
144 482,64 -9,11666666666665
145 482,56 -7,21666666666667
146 482,47 -6,25
147 482,39 -7,13333333333334
148 482,31 -7,68333333333332
149 482,22 -5,78333333333334
150 482,14 -5,61666666666667
151 482,06 -9,13333333333333
152 481,97 -5,68333333333332
153 481,89 -6,08333333333333
154 481,81 -5,34999999999999
155 481,72 -5,13333333333333
156 481,64 -4,18333333333332
157 481,56 -7,15000000000001
158 481,47 -6,41666666666666
159 481,39 -3,51666666666667
160 481,31 -12,15
161 481,22 -5,95
162 481,14 -2,83333333333334
163 481,05 -3,15000000000001
164 480,97 -6,06666666666668
165 480,89 -8,38333333333333
166 480,8 -13,2666666666667
167 480,72 -10,8
168 480,64 -6,84999999999999
169 480,55 -5,78333333333334
170 480,47 -8,81666666666668
171 480,39 -5,81666666666668
172 480,3 -7,3
173 480,22 -7,93333333333332
174 480,14 -9,15000000000001
175 480,05 -6,36666666666667
176 479,97 -5,55
177 479,89 -6,33333333333333
178 479,8 -9,68333333333333
179 479,72 -6,51666666666667
180 479,64 -6,46666666666667
181 479,55 -9,05
182 479,47 -7,3
183 479,39 -5,3
184 479,3 -5,23333333333333
185 479,22 -1,91666666666667
186 479,14 -5,36666666666667
187 479,05 -5,78333333333333
188 478,97 -6,63333333333333
189 478,89 -13,25
190 478,8 -11
191 478,72 -6,76666666666667
192 478,64 -4,40000000000001
193 478,55 -5,01666666666667
194 478,47 -3,76666666666667
195 478,39 -5,41666666666667
196 478,3 -11,7
197 478,22 -7,95
198 478,14 -8,66666666666667
199 478,05 -4,8
200 477,97 -2,08333333333333
201 477,88 -3,91666666666667
202 477,8 -6,95
203 477,72 -5,11666666666667
204 477,63 -3,78333333333333
205 477,55 -4,65
206 477,47 -9,38333333333333
207 477,38 -3,3
208 477,3 -8,21666666666667
209 477,22 -4,16666666666667
210 477,13 -7,59999999999999
211 477,05 -4,36666666666667
212 476,97 -6,23333333333333
213 476,88 -8,81666666666668
214 476,8 -8,48333333333333
215 476,72 -10,0833333333333
216 476,63 -7,76666666666667
217 476,55 -7,34999999999999
218 476,47 -5,11666666666667
219 476,38 -4,91666666666667
220 476,3 -8,94999999999999
221 476,22 -6,71666666666667
222 476,13 -9,25
223 476,05 -4,53333333333333
224 475,97 -10,5833333333333
225 475,88 -3,58333333333333
226 475,8 -8,01666666666666
227 475,72 -8,2
228 475,63 -5,08333333333333
229 475,55 -7,95
230 475,47 -5,5
231 475,38 -8,30000000000001
232 475,3 -6,41666666666667
233 475,22 -4,56666666666668
234 475,13 -3,38333333333333
235 475,05 -9,73333333333333
236 474,97 -7,8
237 474,88 -5,84999999999999
238 474,8 -5,33333333333333
239 474,71 -3,68333333333334
240 474,63 -6,03333333333333
241 474,55 -5,63333333333333
242 474,46 -4,33333333333333
243 474,38 -11,4333333333333
244 474,3 -4,83333333333334
245 474,21 -8,93333333333333
246 474,13 -6,26666666666667
247 474,05 -5,06666666666666
248 473,96 -6,08333333333333
249 473,88 -8,91666666666666
250 473,8 -7,91666666666667
251 473,71 -10,4666666666667
252 473,63 -5,58333333333333
253 473,55 -7,93333333333332
254 473,46 -8,18333333333333
255 473,38 -8,38333333333333
256 473,3 -6,05000000000001
257 473,21 -7,76666666666667
258 473,13 -2,56666666666668
259 473,05 -1,38333333333335
260 472,96 -6,43333333333332
261 472,88 -6,61666666666667
262 472,8 -6,13333333333333
263 472,71 -4,51666666666667
264 472,63 -2,90000000000001
265 472,55 -10,6333333333333
266 472,46 -7
267 472,38 -7,55
268 472,3 -8,09999999999999
269 472,21 -4,01666666666667
270 472,13 -7,26666666666667
271 472,05 -4,25
272 471,96 -3,31666666666668
273 471,88 -2,65000000000001
274 471,8 -4,68333333333332
275 471,71 -8,93333333333332
276 471,63 -4,86666666666666
277 471,54 4,34999999999999
278 471,46 5,61666666666667
279 471,38 8,13333333333335
280 471,29 2,88333333333333
281 471,21 -1,59999999999999
282 471,13 -2,58333333333333
283 471,04 -2,61666666666667
284 470,96 -5,58333333333333
285 470,88 -4,65000000000001
286 470,79 -4,01666666666667
287 470,71 -3,41666666666667
288 470,63 -6,66666666666667
289 470,54 -2,11666666666667
290 470,46 -5,31666666666668
291 470,38 -6,93333333333332
292 470,29 1,46666666666667
293 470,21 -3,46666666666667
294 470,13 -2,28333333333333
295 470,04 -3,06666666666666
296 469,96 -2,30000000000001
297 469,88 -3,51666666666667
298 469,79 -3,96666666666666
299 469,71 -1,91666666666667
300 469,63 -1,71666666666667
301 469,54 -5,06666666666668
302 469,46 -4,40000000000001
303 469,38 -1,34999999999999
304 469,29 -8,36666666666666
305 469,21 -7,96666666666667
306 469,13 -3,36666666666667
307 469,04 -8,45
308 468,96 -5,43333333333332
309 468,88 -4,95
310 468,79 -3,90000000000001
311 468,71 -4,43333333333334
312 468,63 -7,93333333333332
313 468,54 -10,2666666666667
314 468,46 -4,68333333333332
315 468,37 -5,18333333333332
316 468,29 -5,81666666666668
317 468,21 -7,2
318 468,12 -4,23333333333333
319 468,04 -8,05
320 467,96 -6,5
321 467,87 -2,18333333333332
322 467,79 -7,40000000000001
323 467,71 -4,73333333333333
324 467,62 -3,11666666666667
325 467,54 -6,38333333333333
326 467,46 -7,26666666666667
327 467,37 -1,98333333333333
328 467,29 -3,28333333333333
329 467,21 -3,36666666666667
330 467,12 -2,95
331 467,04 -3,86666666666666
332 466,96 -4,23333333333333
333 466,87 -3,73333333333333
334 466,79 -5,8
335 466,71 -6,16666666666667
336 466,62 -4,33333333333334
337 466,54 -6,86666666666667
338 466,46 -7,98333333333333
339 466,37 -3,78333333333332
340 466,29 -6,86666666666665
341 466,21 -7,2
342 466,12 -3,40000000000001
343 466,04 -7,55
344 465,96 -6,98333333333333
345 465,87 -4,81666666666668
346 465,79 -4,06666666666668
347 465,71 -6,40000000000001
348 465,62 -3,33333333333333
349 465,54 -3,06666666666668
350 465,45 -3,18333333333332
351 465,37 -3,34999999999999
352 465,29 -12,2833333333333
353 465,2 -3,76666666666667
354 465,12 -7,03333333333333
355 465,04 -7,18333333333334
356 464,95 -7,75
357 464,87 -6,61666666666667
358 464,79 -4,48333333333333
359 464,7 -3,19999999999999
360 464,62 -5,81666666666668
361 464,54 -8,43333333333332
362 464,45 -5,63333333333333
363 464,37 -3,91666666666666
364 464,29 -6,84999999999999
365 464,2 -4,61666666666667
366 464,12 -6,96666666666667
367 464,04 -4,08333333333334
368 463,95 -1,33333333333333
369 463,87 -6,58333333333333
370 463,79 -8,66666666666667
371 463,7 -4,21666666666667
372 463,62 -4,68333333333332
373 463,54 -6,59999999999999
374 463,45 -9,65000000000001
375 463,37 -7,21666666666667
376 463,29 -5,65000000000001
377 463,2 -1,38333333333333
378 463,12 -4,11666666666667
379 463,04 -3,7
380 462,95 -3,26666666666667
381 462,87 -5,81666666666668
382 462,79 -6,01666666666667
383 462,7 -3,01666666666665
384 462,62 -2,73333333333335
385 462,54 -4,5
386 462,45 -8,05
387 462,37 -5
388 462,28 -5,76666666666667
389 462,2 -5,21666666666667
390 462,12 -3,88333333333333
391 462,03 -4,96666666666667
392 461,95 -8,18333333333332
393 461,87 -8,90000000000001
